-79,-60,-60,-60,-60,-61,-61,-74,-74,-72,-72,-74,-74,-74,-74,-74
-74,-74,-74,-74,-69,-69,-79,-79,-79,-60,-60,-60,-60,-60,-60,-60
-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-62,-79
-79,-79,-79,-83,-83,-83,-73,-73,-74,-74,-73,-73,-80,-61,-62,-62
-62,-62,-61,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
-62,-62,-62,-62,-70,-70,-70,-70,-70,-62,-79,-79,-79,-83,-81,-60
-81,-81,-81,-80,-80,-62,-62,-64,-64,-64,-63,-63,-63,-63,-63,-63
-79,-79,-79,-63,-63,-63,-63,-63,-82,-82,-82,-82,-82,-82,-82,-82
-79,-79,-63,-63,-63,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
-62,-62,-62,-61,-61,-61,-61,-61,-61,-64,-64,-64,-64,-64,-64,-64
-64,-64,-64,-64,-62,-62,-79,-79,-79,-79,-79,-79,-79,-79,-79,-72
-72,-72,-79,-79,-79,-55,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
-62,-62,-62,-62,-62,-62,-62,-83,-74,-74,-74,-69,-69,-79,-79,-79
-79,-68,-68,-83,-62,-62,-62,-62,-62,-61,-61,-61,-61,-61,-61,-61
-61,-61,-61,-61,-61,-61,-61,-61,-61,-63,-63,-65,-65,-65,-65,-65
