46.92857142857143,45.857142857142854,46.857142857142854,46.857142857142854,46.857142857142854,46.92857142857143,46.92857142857143,46.92857142857143,50.357142857142854,50.357142857142854,50.357142857142854,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715
48.714285714285715,48.642857142857146,48.642857142857146,49.69230769230769,49.92307692307692,49.92307692307692,49.92307692307692,45.666666666666664,45.666666666666664,46.86666666666667,46.86666666666667,46.86666666666667,46.86666666666667,46.86666666666667,46.8,48.75
50.714285714285715,49.07142857142857,49.07142857142857,49.07142857142857,49.142857142857146,49.142857142857146,49.142857142857146,49.214285714285715,49.214285714285715,49.214285714285715,49.214285714285715,49.214285714285715,49.214285714285715,49.142857142857146,51.4,47.4
47.4,51.0,51.0,51.0,51.2,56.4,56.4,52.2,52.2,52.2,43.4,43.4,43.4,46.8,46.8,46.8
46.8,46.8,46.8,47.0,55.8,55.8,51.4,51.4,51.6,51.6,51.6,51.6,51.6,51.6,51.0,51.0
51.0,50.8,50.8,50.8,43.8,43.8,47.0,47.0,47.0,47.2,47.2,42.36363636363637,39.0,39.0,39.0,43.25
43.25,43.25,41.5,41.5,41.5,41.583333333333336,41.583333333333336,41.583333333333336,41.833333333333336,41.833333333333336,41.833333333333336,41.833333333333336,41.833333333333336,41.833333333333336,41.666666666666664,40.333333333333336
41.583333333333336,41.583333333333336,41.583333333333336,41.75,41.75,41.75,41.75,41.75,41.75,41.666666666666664,43.583333333333336,40.5,41.75,41.75,41.75,41.75
41.75,41.75,41.75,41.75,41.75,42.76923076923077,40.07692307692308,41.30769230769231,41.30769230769231,41.30769230769231,41.38461538461539,41.38461538461539,41.38461538461539,41.38461538461539,41.38461538461539,41.38461538461539
42.642857142857146,42.642857142857146,42.642857142857146,40.142857142857146,40.142857142857146,40.142857142857146,41.142857142857146,41.142857142857146,41.142857142857146,41.142857142857146,41.142857142857146,41.142857142857146,41.07142857142857,41.07142857142857,41.07142857142857,40.733333333333334
40.733333333333334,40.733333333333334,39.666666666666664,39.666666666666664,39.666666666666664,40.666666666666664,40.666666666666664,40.733333333333334,40.733333333333334,40.733333333333334,40.733333333333334,40.733333333333334,40.733333333333334,40.8,40.8,42.25
40.875,40.875,39.5,40.375,40.375,40.375,40.375,40.375,40.375,40.3125,40.3125,40.3125,40.3125,42.294117647058826,42.294117647058826,41.05882352941177
41.05882352941177,41.05882352941177,41.23529411764706,41.23529411764706,41.23529411764706,41.1764705882353,41.1764705882353,41.1764705882353,41.23529411764706,41.23529411764706,41.23529411764706,43.75,41.916666666666664,41.916666666666664,41.916666666666664,42.0
42.0,42.0,41.833333333333336,41.1764705882353,41.1764705882353,39.94117647058823,39.94117647058823,39.94117647058823,39.94117647058823,39.94117647058823,39.94117647058823,38.8235294117647,38.8235294117647,38.8235294117647,39.88235294117647,39.88235294117647
39.94117647058823,39.94117647058823,41.294117647058826,40.0,40.0,40.0,39.94117647058823,39.94117647058823,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.93333333333333
39.93333333333333,40.30769230769231,40.30769230769231,40.30769230769231,41.61538461538461,41.61538461538461,41.61538461538461,41.61538461538461,41.61538461538461,40.30769230769231,41.69230769230769,41.69230769230769,41.69230769230769,41.69230769230769,41.69230769230769,41.69230769230769
