50,54,55,48,47,55,55,56,56,120
120,51,63,46,120,120,120,52,120,53
120,51,52,52,120,120,120,120,55,49
56,53,58,49,48,48,55,57,53,54
120,49,55,56,56,56,55,54,49,51
50,55,49,55,120,120,120,120,120,120
120,120,57,120,58,120,120,120,56,57
49,38,52,38,38,49,49,42,51,51
38,50,120,120,120,46,38,47,48,49
49,38,47,120,120,120,48,46,37,120
